Date Created [UTC]	: 2024-05-31 07:27:21
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-SW-WRF
Water Depth [mMSL]	: 40.800000
Cell Size [m]		: 5879.800000
Start Date [UTC]	: 1979-01-01 07:00:00
End Date [UTC]		: 2023-09-30 23:00:00
Time Step [s]		: 3600.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Sign. Wave Height (H_{m0}) [m],Peak Wave Period (T_{p}) [s],Mean Wave Period (T_{01}) [s],Zero-crossing Wave Period (T_{02}) [s],Peak Wave Direction (PWD) [\Deg.N-from],Mean Wave Direction (MWD) [\Deg.N-from],Directional Standard Deviation (DSD) [\Deg.],Sign. Wave Height - Wind-Sea (H_{m0-Sea}) [m],Peak Wave Period - Wind-Sea (T_{p-Sea}) [s],Mean Wave Period - Wind-Sea (T_{01-Sea}) [s],Zero-crossing Wave Period - Wind-Sea (T_{02-Sea}) [s],Peak Wave Direction - Wind-Sea (PWD_{Sea}) [\Deg.N-from],Mean Wave Direction - Wind-Sea (MWD_{Sea}) [\Deg.N-from],Directional Standard Deviation - Wind-Sea (DSD_{Sea}) [\Deg.],Sign. Wave Height - Swell (H_{m0-Swell}) [m],Peak Wave Period - Swell (T_{p-Swell}) [s],Mean Wave Period - Swell (T_{01-Swell}) [s],Zero-crossing Wave Period - Swell (T_{02-Swell}) [s],Peak Wave Direction - Swell (PWD_{Swell}) [\Deg.N-from],Mean Wave Direction - Swell (MWD_{Swell}) [\Deg.N-from],Directional Standard Deviation - Swell (DSD_{Swell}) [\Deg.]
1979-02-06 06:00:00,1.64,10.63,7.13,5.91,350,345.56,20.97,0.37,3.24,2.28,2.07,10,344.11,36.25,1.6,10.63,8.04,7.5,350,345.63,19.83
1979-02-06 07:00:00,1.66,10.66,7.34,6.15,350,345.84,20.47,0.28,2.9,2.03,1.84,310,338.37,35.96,1.64,10.66,7.96,7.37,350,346.03,19.79
1979-02-06 08:00:00,1.68,10.67,7.49,6.33,350,346.01,20.03,0.24,2.63,1.86,1.69,310,337.91,37.55,1.66,10.67,7.98,7.37,350,346.15,19.49
1979-02-06 09:00:00,1.69,10.67,7.63,6.51,350,346.06,19.68,0.19,2.37,1.68,1.53,310,330.62,36.18,1.68,10.67,7.97,7.33,350,346.22,19.33
1979-02-06 10:00:00,1.69,10.65,7.74,6.69,350,346.05,19.41,0.15,2.14,1.53,1.4,310,328.55,36.12,1.69,10.65,7.99,7.33,350,346.16,19.18
1979-02-06 11:00:00,1.69,10.63,7.84,6.86,350,345.99,19.21,0.12,1.95,1.43,1.31,330,332.18,35.99,1.69,10.63,8.02,7.36,350,346.05,19.07
1979-02-06 12:00:00,1.69,10.6,7.92,7,350,345.97,19.07,0.09,1.75,1.29,1.19,350,343.69,35.32,1.69,10.6,8.04,7.37,350,345.97,19
1979-02-06 13:00:00,1.69,10.57,7.98,7.17,350,345.99,18.99,0.05,1.34,1.04,0.97,350,354.96,31.01,1.69,10.57,8.02,7.33,350,345.98,18.97
1979-02-06 14:00:00,1.67,10.55,8.01,7.29,350,346.1,18.95,0.02,1.14,0.87,0.82,30,28.74,25.34,1.67,10.55,8.02,7.32,350,346.1,18.94
1979-02-06 15:00:00,1.65,10.51,8.03,7.36,350,346.3,18.91,0.03,1.59,1.35,1.29,60,52.7,18.82,1.65,10.51,8.04,7.39,350,346.29,18.89
1979-02-06 16:00:00,1.62,10.47,8.03,7.38,350,346.57,18.86,0.03,1.87,1.48,1.34,60,63.92,14.67,1.62,10.47,8.04,7.43,350,346.54,18.81
1979-02-06 17:00:00,1.59,10.43,7.94,7.05,350,346.85,19.21,0.06,1.03,0.89,0.84,160,154.63,31.49,1.59,10.43,8.04,7.44,350,346.83,18.75
1979-02-06 18:00:00,1.55,10.39,7.74,6.53,350,347.11,20.58,0.13,1.45,1.19,1.1,160,146.58,33.76,1.54,10.39,8.05,7.49,350,346.99,18.58
1979-02-06 19:00:00,1.51,10.35,7.45,6,350,347.24,23.29,0.2,1.79,1.41,1.3,160,155.4,33.15,1.49,10.35,8.07,7.53,350,347.05,18.39
1979-02-06 20:00:00,1.47,10.31,6.86,5.21,350,347.58,29.79,0.32,2.17,1.68,1.53,160,155.09,30.78,1.44,10.31,8.1,7.58,350,347.02,18.15
1979-02-06 21:00:00,1.44,10.26,6.45,4.91,350,348.06,36.37,0.42,2.57,2,1.82,150,153.62,30.88,1.37,10.26,8.16,7.65,350,346.86,17.88
1979-02-06 22:00:00,1.46,10.19,5.64,4.35,350,346.22,51.01,0.64,3.09,2.42,2.21,180,168.69,29.68,1.31,10.19,8.25,7.77,350,346.76,17.55
1979-02-06 23:00:00,1.48,10.12,5.3,4.24,350,345.67,61.81,0.81,3.68,2.85,2.59,180,168.19,31.02,1.25,10.12,8.32,7.83,350,346.62,17.35
1979-02-07 00:00:00,1.53,9.95,5.03,4.13,350,341.72,71.01,0.97,4.08,3.15,2.86,180,169.71,31.06,1.19,9.95,8.38,7.88,350,346.48,17.28
1979-02-07 01:00:00,1.65,9.84,4.76,4.03,350,214.24,80.25,1.2,4.47,3.44,3.14,180,168.19,30.23,1.13,9.84,8.44,7.94,350,346.43,17.28
1979-02-07 02:00:00,1.73,9.76,4.8,4.15,350,170.3,73.85,1.36,4.91,3.78,3.45,180,167.7,30.22,1.07,9.76,8.47,7.95,350,346.49,17.56
1979-02-07 03:00:00,1.79,5.19,4.81,4.19,350,163.13,68.9,1.47,5.16,4,3.62,170,164.72,30.35,1.02,9.7,8.44,7.85,350,346.15,18.88
1979-02-07 04:00:00,1.84,5.56,4.89,4.31,350,160.1,64.44,1.57,5.52,4.22,3.83,170,162.67,30.41,0.97,9.64,8.49,7.96,350,346.35,20.01
1979-02-07 05:00:00,1.89,5.7,4.91,4.34,170,156.92,60.9,1.65,5.67,4.34,3.93,170,159.74,30.47,0.93,9.59,8.39,7.77,350,345.39,24.51
1979-02-07 06:00:00,1.96,5.84,4.91,4.35,170,155.01,57.02,1.76,5.8,4.45,4.02,170,157.93,30.77,0.88,9.53,8.42,7.8,350,346.01,23.47
1979-02-07 07:00:00,2.05,6.1,5.01,4.48,170,155.01,53.35,1.87,6.07,4.63,4.2,170,157.12,30.76,0.84,9.46,8.44,7.86,350,345.21,27.48
1979-02-07 08:00:00,2.06,6.28,5.1,4.57,160,155.52,51.65,1.89,6.24,4.75,4.31,160,156.41,30.88,0.83,9.33,8.36,7.79,350,340.73,40.03
1979-02-07 09:00:00,2.02,6.35,5.15,4.61,150,153.63,51.12,1.84,6.31,4.78,4.33,150,153.88,31.24,0.83,9.16,8.29,7.76,350,335.32,50.36
1979-02-07 10:00:00,1.98,6.36,5.14,4.6,140,150.05,50.36,1.79,6.3,4.76,4.32,140,149.55,31.05,0.84,8.56,8.05,7.49,350,325.95,58.71
1979-02-07 11:00:00,1.94,6.36,5.13,4.61,140,146.14,49.39,1.74,6.27,4.73,4.29,140,145.02,30.48,0.86,7.98,7.94,7.48,350,313.92,66.61
1979-02-07 12:00:00,1.85,6.37,5.2,4.68,140,143.35,49.68,1.49,6.13,4.47,4.08,140,140.86,30.55,1.09,7.11,7.48,7.23,350,163,72.24
1979-02-07 13:00:00,1.76,6.39,5.23,4.69,120,139.97,50.13,1.16,5.55,3.96,3.62,130,136.24,32.15,1.33,6.5,6.94,6.75,120,145.35,60.22
1979-02-07 14:00:00,1.68,6.41,5.28,4.7,120,136.67,50.84,0.78,4.43,3.17,2.9,130,133.49,36.46,1.5,6.41,6.44,6.25,120,137.89,54.03
1979-02-07 15:00:00,1.62,6.45,5.37,4.76,120,133.6,51.44,0.49,3.34,2.54,2.33,110,131,37.04,1.54,6.45,6.06,5.79,120,133.96,52.69
1979-02-07 16:00:00,1.55,6.47,5.44,4.84,120,131.04,52.06,0.23,2.37,1.75,1.61,140,121.36,38.41,1.54,6.47,5.71,5.36,120,131.33,52.31
1979-02-07 17:00:00,1.49,6.46,5.47,4.9,120,129.15,52.97,0.04,1,0.79,0.75,90,71.82,36.43,1.49,6.46,5.49,4.98,120,129.2,52.97
1979-02-07 18:00:00,1.42,6.43,5.41,4.77,120,127.22,54.19,0.18,2.82,1.8,1.56,60,52.96,25.99,1.41,6.43,5.59,5.13,120,128.68,53.87
1979-02-07 19:00:00,1.34,6.38,5.2,4.49,120,123.31,57.22,0.28,5.06,1.9,1.71,350,6.08,37.33,1.31,6.38,5.67,5.29,120,126.81,54.77
1979-02-07 20:00:00,1.26,6.31,4.99,4.26,120,118.06,60.83,0.37,2.3,2.14,1.92,350,355.42,35.22,1.2,6.33,5.73,5.41,120,125.32,55.82
1979-02-07 21:00:00,1.23,6.23,4.59,3.97,120,98.03,68.43,0.6,6.86,2.8,2.53,350,345.29,28.57,1.07,6.18,5.76,5.47,120,126.01,54.25
1979-02-07 22:00:00,1.24,6.14,4.17,3.62,350,33.87,72.2,0.82,3.42,3.07,2.76,350,337.93,27.47,0.93,6.08,5.78,5.52,120,125.9,52.9
1979-02-07 23:00:00,1.42,4.17,3.94,3.5,350,343.82,60.04,1.2,4.11,3.52,3.16,350,333.54,27.75,0.76,5.92,5.61,5.39,120,130.34,43.09
1979-02-08 00:00:00,1.81,5.07,4.2,3.8,340,340.02,43.72,1.7,5.01,4.07,3.69,340,336.97,27.58,0.61,5.8,5.51,5.22,120,130.67,40.51
1979-02-08 01:00:00,2.31,5.97,4.76,4.32,340,338.33,34.25,2.26,5.98,4.74,4.3,340,337.17,27.85,0.46,5.84,5.31,4.92,120,124.48,38.04
1979-02-08 02:00:00,2.61,6.73,5.26,4.77,340,336.52,30.47,2.58,6.74,5.26,4.77,340,336.02,27.47,0.35,5.81,5.29,4.78,120,119.6,44.13
1979-02-08 03:00:00,3.03,7.33,5.7,5.17,340,335.2,28.29,3.01,7.33,5.71,5.18,340,335.02,27.03,0.26,5.76,4.94,4.47,120,121.27,44.55
1979-02-08 04:00:00,3.41,7.79,6.01,5.44,340,334.41,27.54,3.4,7.79,6.02,5.45,340,334.35,26.97,0.2,5.73,4.37,3.86,240,127.31,56.99
1979-02-08 05:00:00,3.85,8.39,6.4,5.8,340,335.31,26.92,3.84,8.39,6.41,5.81,340,335.29,26.65,0.17,5.7,4.16,3.7,240,135.11,66.81
1979-02-08 06:00:00,4.32,8.89,6.81,6.17,340,336.64,26.65,4.32,8.89,6.81,6.18,340,336.63,26.47,0.16,5.64,4.07,3.65,70,120.78,71.64
1979-02-08 07:00:00,4.65,9.43,7.14,6.47,340,337.96,26.5,4.65,9.43,7.15,6.47,340,337.94,26.34,0.17,5.57,4.13,3.69,70,94.25,70.08
1979-02-08 08:00:00,4.88,9.79,7.37,6.66,340,339.51,26.49,4.87,9.79,7.38,6.67,340,339.48,26.29,0.19,6.9,4.31,3.82,70,84.71,69.14
1979-02-08 09:00:00,4.94,10.25,7.65,6.93,340,341.52,26.37,4.93,10.25,7.65,6.94,340,341.58,26.14,0.22,6.35,4.96,4.38,250,246.3,54.5
1979-02-08 10:00:00,4.84,10.42,7.75,7.01,340,343.2,26.38,4.84,10.42,7.76,7.02,340,343.27,26.14,0.22,11.8,5.75,4.91,250,250.68,56.65
1979-02-08 11:00:00,4.62,10.49,7.79,7.04,340,344.24,26.42,4.61,10.49,7.79,7.04,340,344.31,26.07,0.29,14.18,7.69,6.31,250,289.71,67.57
1979-02-08 12:00:00,4.35,10.53,7.78,7.02,340,344.94,26.38,4.33,10.52,7.75,7,340,345.08,25.87,0.48,14.41,10.97,9.28,300,327.18,52.04
1979-02-08 13:00:00,4.08,10.54,7.75,6.99,340,345.14,26.27,3.92,10.47,7.52,6.81,340,345.56,25.82,1.1,13.08,12.55,12.01,340,339.43,31.03
1979-02-08 14:00:00,3.81,10.55,7.71,6.95,340,344.96,26.07,3.43,10.22,7.1,6.46,350,345.95,26.34,1.68,11.91,11.99,11.8,340,340.88,24.53
1979-02-08 15:00:00,3.58,10.56,7.63,6.83,340,344.8,25.99,2.72,8.74,6.23,5.69,350,345.98,28.28,2.32,10.86,10.99,10.86,340,343.27,22.38
1979-02-08 16:00:00,3.36,10.56,7.57,6.72,340,344.54,25.93,2.06,7.5,5.3,4.86,350,345.95,31.66,2.65,10.56,10.22,10.04,340,343.77,21.71
1979-02-08 17:00:00,3.17,10.57,7.57,6.67,340,344.42,25.75,1.71,6.74,4.82,4.42,350,344.62,33.11,2.67,10.57,9.87,9.67,340,344.34,22.02
1979-02-08 18:00:00,3.01,10.56,7.58,6.63,340,344.41,25.52,1.46,6.14,4.48,4.09,340,343.22,33.45,2.63,10.56,9.64,9.4,340,344.74,22.49
1979-02-08 19:00:00,2.87,10.55,7.62,6.64,340,344.5,25.21,1.23,5.61,4.13,3.77,350,341.33,34,2.59,10.55,9.41,9.14,340,345.14,22.72
1979-02-08 20:00:00,2.75,10.53,7.69,6.68,340,344.61,24.85,1.02,5.19,3.78,3.45,330,339.9,34.65,2.56,10.53,9.19,8.88,340,345.27,22.85
1979-02-08 21:00:00,2.65,10.52,7.72,6.7,340,344.49,24.47,0.92,5,3.64,3.32,320,336.94,34.7,2.48,10.52,9.11,8.78,340,345.39,22.57
1979-02-08 22:00:00,2.55,10.52,7.7,6.65,340,344.2,24.05,0.91,5.18,3.68,3.33,320,334.05,33.68,2.39,10.52,9.18,8.86,340,345.52,21.97
1979-02-08 23:00:00,2.47,10.53,7.63,6.54,340,343.88,23.57,0.88,4.99,3.54,3.22,320,335.54,33.8,2.31,10.53,9.18,8.87,340,344.95,21.46
1979-02-09 00:00:00,2.39,10.56,7.63,6.51,340,343.62,23.17,0.76,4.52,3.24,2.94,320,330.43,33.32,2.27,10.56,8.99,8.64,340,344.92,21.35
1979-02-09 01:00:00,2.33,10.6,7.55,6.4,340,343.5,22.77,0.84,4.98,3.45,3.12,320,333.6,32.92,2.17,10.6,9.18,8.88,340,344.81,20.49
1979-02-09 02:00:00,2.27,10.64,7.56,6.4,340,343.4,22.62,0.72,4.49,3.18,2.88,320,326.92,31.89,2.15,10.64,8.93,8.55,340,345.04,20.68
1979-02-09 03:00:00,2.21,10.67,7.59,6.42,340,343.39,22.51,0.69,4.78,3.21,2.89,320,321.97,30.41,2.1,10.67,8.92,8.51,340,345.48,20.36
1979-02-09 04:00:00,2.17,10.68,7.48,6.31,340,343.04,22.8,0.72,4.9,3.22,2.91,310,320,30.66,2.04,10.68,8.96,8.59,340,345.59,20.14
1979-02-09 05:00:00,2.12,10.69,7.38,6.19,340,342.95,23.04,0.77,4.98,3.32,2.99,320,319.64,30.7,1.98,10.69,9.04,8.7,340,346.06,19.77
1979-02-09 06:00:00,2.08,10.68,7.27,6.05,350,343.1,23.23,0.74,4.88,3.18,2.87,310,318.28,30.94,1.94,10.68,8.94,8.59,350,346.29,19.84
1979-02-09 07:00:00,2.03,10.64,7.23,6.04,350,343.48,23.24,0.77,4.97,3.32,2.99,320,319.46,30.74,1.88,10.64,8.99,8.67,350,347,19.5
1979-02-09 08:00:00,2,10.6,7.08,5.88,350,343.49,23.59,0.74,4.91,3.18,2.86,310,315.66,29.85,1.86,10.6,8.81,8.44,350,347.41,19.59
1979-02-09 09:00:00,1.95,10.56,7.09,5.92,350,344.04,23.41,0.69,4.44,3.12,2.81,320,313.66,29.92,1.83,10.56,8.66,8.27,350,347.81,19.35
1979-02-09 10:00:00,1.92,10.53,7.08,5.94,350,344.71,22.84,0.65,4.43,3.04,2.76,320,321.03,33.36,1.81,10.53,8.58,8.22,350,347.36,19.43
1979-02-09 11:00:00,1.9,10.49,7.02,5.88,350,345.11,22.35,0.65,4.43,3.02,2.74,320,323.33,32.86,1.79,10.49,8.53,8.18,350,347.63,19.05
1979-02-09 12:00:00,1.92,10.44,6.93,5.81,350,345.36,21.87,0.76,4.92,3.27,2.96,330,328.73,31.16,1.76,10.44,8.76,8.47,350,348.11,18.31
1979-02-09 13:00:00,1.94,10.36,7.08,5.96,350,346.35,21.17,0.66,4.41,3.05,2.77,330,329.98,32.88,1.82,10.36,8.54,8.21,350,348.2,18.26
1979-02-09 14:00:00,1.96,10.3,7.23,6.1,350,347.21,20.53,0.58,4.05,2.89,2.62,340,337.05,33.6,1.87,10.3,8.45,8.06,350,348.07,18.55
1979-02-09 15:00:00,1.99,10.28,7.24,6.1,350,348.02,20.2,0.67,4.5,3.12,2.82,350,346.88,31.61,1.87,10.28,8.69,8.33,350,348.14,18.25
1979-02-09 16:00:00,2.03,10.28,7.23,6.09,350,348.69,20.1,0.82,5.43,3.55,3.2,350,351.75,29.19,1.85,10.28,9.08,8.77,350,348.14,17.73
1979-02-09 17:00:00,2.07,10.33,7.25,6.11,350,349.3,20.12,0.95,6.05,3.88,3.48,350,353.5,27.82,1.84,10.33,9.47,9.22,350,348.25,17.32
1979-02-09 18:00:00,2.12,10.45,7.26,6.09,350,349.86,20.27,0.99,6.11,3.9,3.5,0,355.67,27.73,1.87,10.45,9.59,9.3,350,348.35,17.3
1979-02-09 19:00:00,2.16,10.68,7.39,6.19,350,350.26,20.33,0.88,5.44,3.56,3.22,0,0.58,29.3,1.97,10.68,9.4,9.1,350,348.4,17.42
1979-02-09 20:00:00,2.19,11.06,7.48,6.26,350,350.8,20.53,0.88,5.44,3.56,3.22,10,4.03,29.31,2.01,11.06,9.47,9.16,350,348.51,17.43
1979-02-09 21:00:00,2.22,11.33,7.48,6.22,350,351.37,21,0.87,5.25,3.49,3.14,10,9.83,29.05,2.04,11.33,9.46,9.11,350,348.34,17.47
1979-02-09 22:00:00,2.23,11.44,7.53,6.26,350,351.62,21.41,0.87,5.3,3.51,3.15,10,12.77,29.38,2.05,11.44,9.5,9.14,350,348.23,17.46
1979-02-09 23:00:00,2.22,11.52,7.62,6.35,350,351.58,21.67,0.81,4.92,3.39,3.06,20,17.21,30.18,2.07,11.52,9.42,9.03,350,348.14,17.46
1979-02-10 00:00:00,2.22,11.59,7.67,6.39,350,351.48,21.87,0.77,4.89,3.28,2.97,20,19.64,30.38,2.08,11.59,9.38,8.97,350,348.15,17.79
1979-02-10 01:00:00,2.21,11.66,7.75,6.44,350,351.32,22.02,0.73,4.74,3.22,2.9,20,23.03,29.95,2.08,11.66,9.37,8.94,350,347.96,17.87
1979-02-10 02:00:00,2.2,11.77,7.85,6.53,350,351.2,22.16,0.69,4.51,3.15,2.84,20,25.29,30.78,2.09,11.77,9.38,8.94,350,348.04,18.07
1979-02-10 03:00:00,2.2,11.89,7.87,6.52,350,351.36,22.51,0.77,4.99,3.38,3.04,20,22.85,30.47,2.06,11.89,9.66,9.26,350,347.59,17.84
1979-02-10 04:00:00,2.22,12.02,7.76,6.39,350,351.99,23.19,0.87,5.44,3.53,3.18,30,21.61,30.17,2.04,12.02,9.91,9.54,350,347.36,17.79
1979-02-10 05:00:00,2.23,12.12,7.65,6.26,350,352.72,23.95,0.94,5.56,3.61,3.25,10,22.31,29.86,2.03,12.12,10.06,9.71,350,347.18,17.8
1979-02-10 06:00:00,2.23,12.21,7.61,6.21,350,353.28,24.55,0.96,5.55,3.61,3.25,10,23.99,30.1,2.02,12.21,10.11,9.75,350,347.33,17.99
1979-02-10 07:00:00,2.22,12.23,7.6,6.17,350,353.68,25.02,0.91,5.44,3.46,3.12,30,27.75,30.46,2.02,12.23,9.98,9.57,350,347.85,18.43
1979-02-10 08:00:00,2.19,12.18,7.66,6.24,350,353.84,25.21,0.85,4.84,3.39,3.06,30,31.59,30.23,2.02,12.18,9.87,9.44,350,348.15,18.57
1979-02-10 09:00:00,2.16,12.1,7.69,6.29,350,353.9,25.3,0.81,4.89,3.34,3.02,30,33.44,30.93,2,12.1,9.78,9.34,350,348.5,18.72
1979-02-10 10:00:00,2.12,12.02,7.68,6.25,350,353.83,25.32,0.75,4.54,3.18,2.87,30,36.99,30.92,1.99,12.02,9.59,9.1,350,348.81,18.92
1979-02-10 11:00:00,2.08,11.93,7.68,6.25,350,353.58,25.16,0.72,4.57,3.15,2.83,30,37.63,31.38,1.95,11.93,9.55,9.08,350,348.71,18.68
1979-02-10 12:00:00,2.04,11.85,7.63,6.19,350,353.28,24.94,0.72,4.84,3.14,2.82,30,35.84,31.9,1.91,11.85,9.56,9.12,350,348.41,18.39
1979-02-10 13:00:00,1.99,11.78,7.6,6.16,350,352.88,24.61,0.69,4.91,3.07,2.76,30,35.77,31.76,1.87,11.78,9.5,9.07,350,348.15,18.09
1979-02-10 14:00:00,1.94,11.71,7.54,6.09,350,352.6,24.47,0.66,4.57,3,2.7,30,36.82,31.55,1.83,11.71,9.41,8.95,350,347.91,17.83
1979-02-10 15:00:00,1.89,11.66,7.55,6.07,350,352.15,24.31,0.61,4.43,2.86,2.57,30,39.96,31.96,1.79,11.66,9.3,8.84,350,347.81,17.72
1979-02-10 16:00:00,1.85,11.6,7.51,6.02,350,351.99,24.26,0.6,4.48,2.86,2.57,30,38.12,32.23,1.75,11.6,9.33,8.89,350,347.61,17.69
1979-02-10 17:00:00,1.82,11.54,7.36,5.86,350,352.34,24.49,0.64,4.91,2.91,2.6,30,35.24,31.94,1.7,11.54,9.35,8.94,350,347.51,17.67
1979-02-10 18:00:00,1.79,11.47,7.16,5.69,350,353.14,25.43,0.66,4.88,2.94,2.63,30,36.77,32.01,1.66,11.47,9.32,8.91,350,347.5,17.6
1979-02-10 19:00:00,1.75,11.38,6.98,5.53,350,354.19,26.84,0.65,3.82,2.85,2.56,20,44.49,32.11,1.63,11.38,9.07,8.57,350,347.95,17.74
1979-02-10 20:00:00,1.73,11.24,6.67,5.27,350,355.97,28.7,0.73,4.11,2.98,2.67,20,43.24,33.49,1.57,11.24,9.14,8.69,350,347.93,17.74
1979-02-10 21:00:00,1.71,10.96,6.52,5.17,350,357.21,29.71,0.76,4.17,3.04,2.73,20,44.1,34.03,1.53,10.96,9.07,8.62,350,348.26,17.82
1979-02-10 22:00:00,1.69,10.8,6.29,4.99,350,358.85,31.35,0.8,4.45,3.08,2.76,10,45.54,35.02,1.48,10.8,9.07,8.63,350,348.34,17.72
1979-02-10 23:00:00,1.66,10.69,6.17,4.91,350,359.7,32.15,0.8,4.39,3.05,2.74,20,48.32,35.42,1.45,10.69,8.94,8.48,350,348.61,17.51
1979-02-11 00:00:00,1.61,10.61,6.14,4.89,350,359.76,32.72,0.75,3.78,2.96,2.67,30,54.35,35.65,1.43,10.61,8.73,8.25,350,348.8,16.89
1979-02-11 01:00:00,1.56,10.55,6.14,4.89,350,359.44,33.51,0.7,3.62,2.86,2.59,40,61.21,36.57,1.4,10.55,8.59,8.09,350,348.94,16.68
1979-02-11 02:00:00,1.51,10.51,6.08,4.8,350,359.34,35.45,0.63,3.42,2.69,2.43,80,77.44,36.35,1.37,10.51,8.29,7.7,350,349.43,16.42
1979-02-11 03:00:00,1.47,10.47,5.97,4.7,350,359.88,38.69,0.64,3.41,2.7,2.44,100,86.43,39.15,1.33,10.47,8.34,7.79,350,349.08,16.32
1979-02-11 04:00:00,1.43,10.43,6,4.73,350,359.76,38.1,0.62,3.42,2.69,2.44,90,83.07,39.09,1.29,10.43,8.36,7.87,350,349.14,17.3
1979-02-11 05:00:00,1.42,10.38,5.67,4.46,350,2.8,40.36,0.68,3.4,2.73,2.46,80,81.17,38.24,1.25,10.38,8.39,7.94,350,349.03,16.68
1979-02-11 06:00:00,1.42,10.31,5.44,4.33,350,6.69,43.16,0.75,3.51,2.84,2.58,90,80.84,38.18,1.2,10.31,8.4,7.96,350,349.08,17.07
1979-02-11 07:00:00,1.41,10.23,5.23,4.2,350,10.67,45.97,0.78,3.64,2.86,2.6,90,86.27,36.71,1.17,10.23,8.27,7.82,350,349.7,17.29
1979-02-11 08:00:00,1.41,10.13,5.05,4.09,350,15.76,49.26,0.84,3.75,2.98,2.7,100,88.47,38.29,1.13,10.13,8.27,7.79,350,349.79,17.99
1979-02-11 09:00:00,1.41,9.94,4.97,4.1,350,20.65,51.24,0.88,3.91,3.11,2.83,110,91.62,37.74,1.1,9.94,8.1,7.58,350,350.51,17.96
1979-02-11 10:00:00,1.47,9.8,4.75,3.97,350,32.17,54.86,1.02,4.14,3.28,2.97,110,93.25,38.92,1.06,9.8,8.16,7.67,350,350.19,19.53
1979-02-11 11:00:00,1.53,9.7,4.67,3.98,350,44.79,57.03,1.13,4.41,3.46,3.15,120,98.87,37.13,1.03,9.7,8.02,7.51,350,350.56,18.42
1979-02-11 12:00:00,1.6,9.62,4.63,3.99,350,61.66,58.81,1.25,4.69,3.65,3.31,130,106.59,34.88,1,9.62,7.89,7.39,350,350.97,19.01
1979-02-11 13:00:00,1.65,5.15,4.69,4.09,350,73.31,58.98,1.33,5.04,3.86,3.5,140,108.9,35.1,0.97,9.57,7.88,7.41,350,350.47,26
1979-02-11 14:00:00,1.73,5.37,4.66,4.1,350,83.19,57.33,1.45,5.2,3.99,3.61,140,110.44,34.67,0.94,9.52,7.84,7.34,350,350.16,25.19
1979-02-11 15:00:00,1.84,5.61,4.7,4.17,140,91.71,54.55,1.61,5.5,4.18,3.79,140,111.08,34.51,0.89,9.47,7.86,7.36,350,349.6,24.54
1979-02-11 16:00:00,2.01,5.77,4.76,4.24,140,99.15,50.77,1.82,5.7,4.38,3.96,140,112.35,33.37,0.85,9.46,7.86,7.3,350,349.47,23.24
1979-02-11 17:00:00,2.18,6.1,4.9,4.4,140,103.27,47.28,2.02,6.05,4.61,4.19,140,112.38,32.8,0.81,9.43,7.9,7.33,350,349.25,26.42
1979-02-11 18:00:00,2.35,6.33,5.04,4.53,130,105.67,44.19,2.21,6.29,4.82,4.37,130,112.3,32.03,0.78,9.38,7.89,7.28,350,349.6,29.74
1979-02-11 19:00:00,2.5,6.65,5.18,4.66,130,106.75,41.63,2.39,6.59,5.02,4.54,130,111.74,31.74,0.74,9.51,7.89,7.21,350,349.72,29.02
1979-02-11 20:00:00,2.68,6.9,5.37,4.85,130,106.95,39.01,2.58,6.87,5.24,4.76,130,110.62,31.07,0.69,9.55,8.02,7.37,350,349.97,31.32
1979-02-11 21:00:00,2.85,7.05,5.49,4.96,130,107.18,36.89,2.77,7.03,5.4,4.89,130,110.03,30.47,0.65,9.52,7.95,7.21,350,350.42,28.39
1979-02-11 22:00:00,2.96,7.2,5.58,5.04,120,107.02,35.34,2.9,7.17,5.51,4.98,120,109.28,29.91,0.61,9.51,7.85,7.01,350,350.51,31.47
1979-02-11 23:00:00,3.11,7.51,5.76,5.23,120,106.44,33.61,3.05,7.5,5.71,5.19,120,108.19,29.15,0.57,9.5,7.94,7.17,350,350.26,32.52
1979-02-12 00:00:00,3.31,7.68,5.89,5.34,120,105.4,32.1,3.26,7.67,5.85,5.31,120,106.71,28.57,0.54,9.49,7.88,7.04,350,349.87,34.04
1979-02-12 01:00:00,3.53,7.82,6.01,5.44,120,104.56,31.13,3.49,7.81,5.98,5.42,120,105.54,28.45,0.5,9.51,7.68,6.72,350,349.1,34.21
1979-02-12 02:00:00,3.69,7.95,6.09,5.51,120,103.48,30.75,3.66,7.94,6.07,5.5,120,104.25,28.61,0.47,9.52,7.49,6.43,350,348.88,35.93
1979-02-12 03:00:00,3.87,8.22,6.26,5.69,120,102.62,30.11,3.85,8.22,6.25,5.69,120,103.23,28.42,0.43,9.57,7.55,6.53,350,348.77,34.88
1979-02-12 04:00:00,4.09,8.43,6.42,5.83,120,101.81,29.43,4.07,8.43,6.41,5.82,120,102.26,28.1,0.4,9.67,7.4,6.32,350,347.79,38.33
1979-02-12 05:00:00,4.25,8.58,6.55,5.94,110,101.2,29.04,4.23,8.57,6.55,5.94,110,101.55,27.9,0.39,9.63,7.13,6.01,0,346.75,43.06
