Date Created [UTC]	: 2024-05-31 07:27:21
Author				: DHI
Source				: https://www.metocean-on-demand.com/
Point Name			: Generic Site A
Longitude [deg.E]	: 4.918762
Latitude [deg.N]	: 54.983196
Projection			: EPSG:4326
Dataset ID			: DWF23-SW-WRF
Water Depth [mMSL]	: 40.800000
Cell Size [m]		: 5879.800000
Start Date [UTC]	: 1979-01-01 07:00:00
End Date [UTC]		: 2023-09-30 23:00:00
Time Step [s]		: 3600.0
Fill Value			: -9999

datetime (ISO 8601) [UTC],Sign. Wave Height (H_{m0}) [m],Peak Wave Period (T_{p}) [s],Mean Wave Period (T_{01}) [s],Zero-crossing Wave Period (T_{02}) [s],Peak Wave Direction (PWD) [\Deg.N-from],Mean Wave Direction (MWD) [\Deg.N-from],Directional Standard Deviation (DSD) [\Deg.],Sign. Wave Height - Wind-Sea (H_{m0-Sea}) [m],Peak Wave Period - Wind-Sea (T_{p-Sea}) [s],Mean Wave Period - Wind-Sea (T_{01-Sea}) [s],Zero-crossing Wave Period - Wind-Sea (T_{02-Sea}) [s],Peak Wave Direction - Wind-Sea (PWD_{Sea}) [\Deg.N-from],Mean Wave Direction - Wind-Sea (MWD_{Sea}) [\Deg.N-from],Directional Standard Deviation - Wind-Sea (DSD_{Sea}) [\Deg.],Sign. Wave Height - Swell (H_{m0-Swell}) [m],Peak Wave Period - Swell (T_{p-Swell}) [s],Mean Wave Period - Swell (T_{01-Swell}) [s],Zero-crossing Wave Period - Swell (T_{02-Swell}) [s],Peak Wave Direction - Swell (PWD_{Swell}) [\Deg.N-from],Mean Wave Direction - Swell (MWD_{Swell}) [\Deg.N-from],Directional Standard Deviation - Swell (DSD_{Swell}) [\Deg.]
1979-03-25 14:00:00,2.96,8.31,6.42,5.83,200,171.37,40.92,2.5,7.88,5.88,5.35,200,182.71,31.89,1.58,9.33,8.33,7.97,120,133.71,46.01
1979-03-25 15:00:00,2.69,8,6.23,5.65,200,174,41.02,2.31,7.71,5.75,5.22,200,185.74,31.53,1.38,9.16,8.11,7.82,120,130.3,44.83
1979-03-25 16:00:00,2.46,7.75,5.94,5.39,200,176.76,40.94,2.19,7.42,5.59,5.08,200,187.48,32.05,1.13,8.03,7.82,7.52,110,122.76,42.16
1979-03-25 17:00:00,2.31,7.54,5.63,5.08,200,179.39,40.33,2.13,7.29,5.38,4.86,200,185.76,33.42,0.88,8.13,7.72,7.39,110,119.98,49.02
1979-03-25 18:00:00,2.24,7.23,5.39,4.87,200,181.43,38.85,2.16,7.11,5.28,4.78,200,183.84,34.47,0.61,8.56,7.37,6.86,110,111.75,59.23
1979-03-25 19:00:00,2.15,6.98,5.29,4.79,200,183.48,38.06,2.08,6.94,5.19,4.71,200,185.07,34.27,0.54,8.76,7.26,6.7,110,118.25,64
1979-03-25 20:00:00,2.2,6.85,5.18,4.69,200,187.34,36.09,2.16,6.84,5.14,4.66,200,188.67,33.07,0.41,7.86,6.52,5.91,100,86.81,53.6
1979-03-25 21:00:00,2.4,6.86,5.23,4.75,200,192.01,33.46,2.38,6.86,5.22,4.74,200,192.69,31.25,0.34,7.75,5.87,5.2,100,77.78,55.13
1979-03-25 22:00:00,2.55,7.02,5.4,4.89,200,193.82,32.15,2.54,7.02,5.4,4.89,200,193.84,30.75,0.3,10.51,5.73,4.8,100,23.27,75.15
1979-03-25 23:00:00,2.5,7.21,5.49,4.96,210,196.49,32.17,2.47,7.22,5.48,4.96,210,196.55,30.3,0.4,9.99,6.09,5.13,100,182.73,74.27
1979-03-26 00:00:00,2.5,7.37,5.56,5.04,210,198.77,31.54,2.47,7.38,5.53,5.03,210,198.42,30.03,0.4,10.12,6.84,5.83,240,232.88,64.47
1979-03-26 01:00:00,2.45,7.42,5.54,5.02,210,200,31.51,2.42,7.43,5.51,5.01,210,199.68,30.09,0.39,9.91,7,5.93,240,229.1,63.83
1979-03-26 02:00:00,2.44,7.4,5.46,4.93,210,200.46,31.88,2.41,7.41,5.43,4.91,210,200.08,30.55,0.39,9.87,7,5.83,240,230.97,61.35
1979-03-26 03:00:00,2.37,7.39,5.46,4.93,220,202.27,31.92,2.31,7.4,5.37,4.87,210,201.34,30.45,0.53,9.6,7.91,6.91,230,226.85,48.72
1979-03-26 04:00:00,2.31,7.4,5.45,4.92,220,202.51,32.24,2.23,7.4,5.34,4.84,220,201.01,30.56,0.59,9.48,7.87,6.99,240,229.95,44.83
1979-03-26 05:00:00,2.28,7.34,5.43,4.9,220,202.14,32.5,2.18,7.35,5.27,4.78,220,200.33,30.62,0.67,8.99,7.98,7.26,230,226.21,43.56
1979-03-26 06:00:00,2.25,7.24,5.36,4.84,220,201.46,32.79,2.21,7.25,5.31,4.81,220,200.9,31.15,0.43,9.6,7.22,6.15,230,229.59,58.97
1979-03-26 07:00:00,2.27,7.12,5.33,4.81,220,201.63,32.37,2.22,7.13,5.27,4.77,220,201.65,30.22,0.47,9.58,6.97,6.12,110,200.67,63.82
1979-03-26 08:00:00,2.32,7.08,5.33,4.82,220,203.79,31.72,2.29,7.09,5.33,4.82,220,204.56,29.56,0.34,10.48,5.48,4.78,110,108.27,56.22
1979-03-26 09:00:00,2.38,7.09,5.36,4.85,220,203.43,30.93,2.36,7.09,5.35,4.85,220,203.27,29.45,0.3,10.09,5.77,4.79,110,285.76,74.65
1979-03-26 10:00:00,2.44,7.14,5.39,4.87,210,200.3,30.62,2.42,7.14,5.39,4.88,210,199.61,29.14,0.33,9.77,5.46,4.53,280,277.35,51.92
1979-03-26 11:00:00,2.41,7.19,5.37,4.85,200,197.76,30.52,2.39,7.19,5.37,4.85,200,197.17,29.15,0.28,10.24,5.41,4.49,280,291.3,48.6
1979-03-26 12:00:00,2.61,7.08,5.35,4.84,200,196.11,29.41,2.59,7.08,5.34,4.84,200,195.67,28.24,0.26,9.77,5.6,4.57,280,300.52,43.42
1979-03-26 13:00:00,2.82,7.5,5.7,5.17,200,195.36,28.79,2.81,7.5,5.69,5.17,200,195.02,27.69,0.25,10.62,5.97,4.86,320,310.38,41.81
1979-03-26 14:00:00,3.25,7.84,5.97,5.4,200,194.87,27.93,3.24,7.84,5.97,5.4,200,194.62,26.93,0.26,11.33,6.29,5.1,320,320.47,42
1979-03-26 15:00:00,3.49,8.42,6.37,5.77,200,196,27.38,3.47,8.42,6.37,5.77,200,195.84,26.28,0.28,11.03,6.8,5.52,320,336.83,51.35
1979-03-26 16:00:00,3.84,8.69,6.59,5.96,200,197.24,26.79,3.83,8.68,6.59,5.96,200,197.05,25.66,0.31,10.74,7.18,5.88,320,333.81,46.67
1979-03-26 17:00:00,3.69,9.12,6.87,6.24,200,196.94,27.07,3.65,9.11,6.84,6.22,200,196.59,25.4,0.5,11.85,9.61,8.36,320,254.76,65.64
1979-03-26 18:00:00,3.48,9.24,6.87,6.22,200,198.29,27.36,3.43,9.23,6.85,6.22,200,198.64,24.48,0.6,11.8,7.41,6.23,120,145.51,71.26
1979-03-26 19:00:00,3.31,9.29,6.74,6.07,200,201.83,28.28,3.22,9.27,6.72,6.06,200,203,23.91,0.74,11.58,7.15,6.3,130,144.23,61.81
1979-03-26 20:00:00,3.25,9.23,6.37,5.72,210,209.73,31.13,3.16,9.2,6.36,5.71,210,211.61,27.04,0.77,10.32,6.57,5.9,150,146.27,54.28
1979-03-26 21:00:00,3.15,8.93,6.26,5.64,200,216.57,33.55,3.08,8.85,6.21,5.6,200,217.22,30.05,0.67,9.89,7.54,6.96,150,154.1,70.92
1979-03-26 22:00:00,3.01,8.49,6.27,5.68,200,220.65,35.12,2.9,8.38,6.13,5.57,200,220.74,31.58,0.8,10.97,8.95,8.29,190,217.8,65.85
1979-03-26 23:00:00,2.78,8.25,6.24,5.66,200,221.34,36.08,2.5,7.98,5.81,5.31,210,221.58,32.31,1.22,9.67,9.05,8.54,200,220.04,48.73
1979-03-27 00:00:00,2.61,7.85,6.01,5.42,200,222.36,37.16,2.34,7.7,5.61,5.11,200,219,31.66,1.14,9.65,8.58,8.03,200,243.41,51.93
1979-03-27 01:00:00,2.53,7.58,5.85,5.29,200,221.58,38.78,2.27,7.55,5.58,5.05,200,210.69,28.33,1.12,10.33,7.35,6.83,280,280.99,37.49
1979-03-27 02:00:00,2.52,7.46,5.65,5.09,200,219.85,41.17,2.29,7.12,5.45,4.89,200,207.57,29.36,1.03,7.91,6.92,6.52,280,296.6,20.6
1979-03-27 03:00:00,2.67,7.14,5.54,5,200,214.55,41.28,2.47,6.92,5.33,4.81,200,204.38,30.02,1,7.92,7.28,7.02,290,300.21,19.74
1979-03-27 04:00:00,2.79,7.19,5.65,5.11,210,211.54,40.15,2.62,7.03,5.48,4.96,210,203.48,29.84,0.94,7.82,7.38,7.07,290,303.2,20.65
1979-03-27 05:00:00,2.83,7.48,5.83,5.31,210,209.75,38.98,2.68,7.31,5.69,5.19,210,203.97,29.57,0.91,7.83,7.39,6.93,300,303.74,39.22
1979-03-27 06:00:00,2.78,7.75,6.03,5.47,210,210.1,39.07,2.58,7.71,5.84,5.31,210,206.13,29.48,1.02,9.46,7.6,7.05,300,279.57,62.36
1979-03-27 07:00:00,2.93,7.92,6.06,5.49,210,209.91,37,2.82,7.94,5.98,5.41,210,206.61,29.6,0.78,7.83,7.31,6.9,300,313.9,46.85
1979-03-27 08:00:00,2.92,8.01,6.08,5.51,210,209.55,36.45,2.81,8.05,5.99,5.42,210,206.94,28.97,0.82,7.81,7.53,7.1,300,307.87,58.94
1979-03-27 09:00:00,2.84,7.99,6.04,5.46,210,209.85,36.5,2.73,8.03,5.95,5.38,210,206.69,28.73,0.78,7.67,7.35,6.96,320,313.13,50.57
1979-03-27 10:00:00,2.81,7.88,5.97,5.41,210,210.16,36.05,2.72,7.89,5.9,5.34,210,207.56,28.86,0.73,7.8,7.24,6.82,320,317.98,52.45
1979-03-27 11:00:00,2.74,7.75,5.9,5.35,210,210.51,35.9,2.64,7.76,5.83,5.28,210,207.77,28.92,0.7,7.67,7.3,6.85,320,315.11,50.76
1979-03-27 12:00:00,2.61,7.65,5.83,5.29,210,211.16,36.47,2.5,7.64,5.72,5.19,210,208.04,29.33,0.74,10.56,7.49,7,320,302.33,54.66
1979-03-27 13:00:00,2.49,7.57,5.76,5.22,210,211.48,37.46,2.36,7.56,5.62,5.1,210,207.4,29.64,0.78,9.6,7.44,6.97,320,294.35,53.04
1979-03-27 14:00:00,2.38,7.48,5.66,5.14,210,211.33,38.62,2.23,7.43,5.47,4.98,200,206.18,30.27,0.84,9.51,7.47,6.95,330,282.47,53.1
1979-03-27 15:00:00,2.27,7.41,5.54,5,210,210.93,40.12,2.05,7.29,5.24,4.75,200,202.76,30.2,0.99,8.69,7.35,6.86,210,267.67,49.87
1979-03-27 16:00:00,2.15,7.36,5.54,5,210,211.34,42.08,1.78,6.86,4.94,4.49,200,198.68,31.15,1.22,8.06,7.48,7.17,210,249.12,47.91
1979-03-27 17:00:00,2.07,7.3,5.53,4.99,210,212.17,43.76,1.59,6.73,4.7,4.28,200,195.97,31.73,1.32,7.83,7.43,7.2,210,243.84,47.69
1979-03-27 18:00:00,1.97,7.27,5.5,4.93,210,214.03,45.68,1.28,6.01,4.17,3.8,200,189.33,33.06,1.5,7.32,7.15,6.95,210,236.04,46.06
1979-03-27 19:00:00,1.87,7.21,5.48,4.91,210,215.62,47.58,1.13,5.56,3.98,3.62,190,185.04,33.45,1.49,7.25,7,6.8,210,236.86,46.78
1979-03-27 20:00:00,1.8,7.13,5.39,4.81,210,214.99,49.52,1.17,6.07,4.08,3.7,200,185.09,32.43,1.37,7.23,7.02,6.81,210,243.89,49.21
1979-03-27 21:00:00,1.77,7.07,5.24,4.66,210,211.52,51.09,1.3,6.27,4.29,3.86,200,185.43,31.38,1.21,7.5,7.04,6.78,210,257.59,51.24
1979-03-27 22:00:00,1.75,7.03,5.18,4.61,200,207.54,51.93,1.22,6.07,4.04,3.66,200,180,32.24,1.26,7.18,7,6.79,210,246.84,52.98
1979-03-27 23:00:00,1.66,7.05,5.32,4.69,200,209.47,53.22,0.71,4.35,3.08,2.81,150,155.23,30.65,1.5,7.05,6.36,6.09,200,224.52,50.95
1979-03-28 00:00:00,1.64,7.08,5.12,4.47,200,204.19,54.62,1.02,5.65,3.69,3.3,190,166.73,32.13,1.28,7.16,6.82,6.57,200,239.34,53.11
1979-03-28 01:00:00,1.68,7.1,4.92,4.31,200,193.62,55.75,1.18,6.05,3.8,3.41,200,162,33.07,1.19,7.25,6.9,6.65,210,244.45,54.31
1979-03-28 02:00:00,1.59,7.12,5.12,4.51,200,196.62,57.61,0.87,4.61,3.46,3.14,160,140.65,31.71,1.33,7.12,6.45,6.13,200,227.62,52.05
1979-03-28 03:00:00,1.57,7.17,4.84,4.21,200,186.76,61.27,1.18,6.76,3.97,3.51,200,155.06,39.47,1.04,7.71,6.8,6.44,210,261.51,55
1979-03-28 04:00:00,1.91,5.24,4.62,4.13,200,151.5,55.6,1.67,5.19,4.17,3.78,140,141.42,36.59,0.94,7.7,6.92,6.51,210,273.31,56.35
1979-03-28 05:00:00,2.02,5.72,4.76,4.29,150,148.4,52.25,1.85,5.66,4.47,4.06,150,144.33,36.3,0.82,7.83,7.06,6.61,330,298.45,52.49
1979-03-28 06:00:00,2.02,6.12,4.95,4.46,120,143.1,52.45,1.75,5.93,4.56,4.14,120,132.8,32.09,1.01,7.35,6.67,6.25,210,252.94,58.45
1979-03-28 07:00:00,1.86,6.21,4.95,4.45,140,143.69,54.81,1.6,5.99,4.5,4.08,140,134.81,32.98,0.95,7.43,6.92,6.57,210,268.66,60.38
1979-03-28 08:00:00,1.92,6.11,4.86,4.37,120,135.19,53.06,1.67,5.87,4.46,4.04,120,127.99,30.81,0.95,7.27,6.76,6.41,210,265.71,60.97
1979-03-28 09:00:00,1.85,6.16,4.96,4.49,120,133.56,53.77,1.62,5.98,4.57,4.17,120,130.01,32.57,0.88,7.53,6.97,6.62,330,288.93,61.42
1979-03-28 10:00:00,1.78,6.15,4.95,4.48,140,132.9,54.41,1.48,5.95,4.41,4.03,130,129.82,31.85,0.99,7.09,6.8,6.46,330,269.28,74.89
1979-03-28 11:00:00,1.82,6.23,5,4.52,110,126.46,52.99,1.61,6.1,4.63,4.22,110,125.79,32.47,0.86,7.71,6.92,6.55,330,301.08,64.72
1979-03-28 12:00:00,1.85,6.3,5.05,4.57,110,122.53,51.42,1.6,6.19,4.64,4.22,110,122.92,31.07,0.92,7.7,6.92,6.6,330,308.14,73.44
1979-03-28 13:00:00,1.77,6.35,5.09,4.59,110,119.65,52.34,1.19,5.55,4,3.66,110,120.03,33.68,1.3,6.51,6.6,6.4,110,118.95,64.01
1979-03-28 14:00:00,1.69,6.36,5.04,4.55,110,118.13,53.29,1.34,6.12,4.39,4.01,110,119.85,32.26,1.02,7.12,6.78,6.46,330,92.58,76.8
1979-03-28 15:00:00,1.56,6.32,5.04,4.5,110,118.44,55.92,0.53,3.58,2.62,2.4,150,135.48,37.3,1.47,6.32,5.74,5.5,110,114.94,57.6
1979-03-28 16:00:00,1.45,6.28,5.01,4.46,110,117.12,58.11,0.42,3.24,2.34,2.14,150,149.42,36.39,1.39,6.28,5.59,5.33,110,112.45,58.97
1979-03-28 17:00:00,1.35,6.23,5.02,4.47,110,114.14,60.12,0.4,3.26,2.41,2.2,130,127.51,39.79,1.29,6.23,5.6,5.35,110,111.85,61.6
1979-03-28 18:00:00,1.27,6.15,4.92,4.35,110,110.34,61.58,0.52,3.98,2.79,2.52,130,114.38,39.59,1.16,6.15,5.81,5.59,110,108.61,65.07
1979-03-28 19:00:00,1.21,5.95,4.71,4.16,110,107.31,61.74,0.87,5.54,3.8,3.41,110,113.26,32.39,0.84,6.46,6.36,6.06,320,0.29,76.96
1979-03-28 20:00:00,1.21,5.78,4.39,3.88,110,107.87,59.36,0.95,5.52,3.66,3.31,110,114.09,31.45,0.75,6.47,6.42,6.14,320,333.23,72.16
1979-03-28 21:00:00,1.22,5.66,4.06,3.58,120,117.81,58.82,1.06,5.57,3.7,3.31,120,129.95,35.35,0.6,7.23,5.85,5.17,320,343.1,40.05
1979-03-28 22:00:00,1.37,4.85,3.95,3.52,120,133.67,54.09,1.25,4.84,3.68,3.32,120,138.61,35.41,0.56,7.17,6.16,5.57,320,340.3,39.34
1979-03-28 23:00:00,1.46,4.99,4.09,3.68,120,136.99,51.12,1.35,4.98,3.87,3.52,120,139.54,35.54,0.53,7.1,6.4,5.75,320,334.91,40.26
1979-03-29 00:00:00,1.41,5.11,4.23,3.8,120,141.17,51.6,1.3,5.08,3.96,3.61,120,141.75,35.97,0.56,6.95,6.62,5.95,320,325.94,55.94
1979-03-29 01:00:00,1.47,5.24,4.5,4.01,190,155.16,50.76,1.28,5.21,4.04,3.67,190,147.41,36.39,0.72,7.06,6.99,6.48,200,240.78,65.73
1979-03-29 02:00:00,1.56,6.26,4.89,4.35,190,168.12,48.33,1.11,5.12,3.86,3.52,120,144.19,35.09,1.09,6.56,6.77,6.5,190,200.45,48.53
1979-03-29 03:00:00,1.49,6.8,5.05,4.47,190,174.03,48.69,0.84,4.89,3.47,3.15,120,132.23,32.67,1.23,6.8,6.4,6.13,190,196.04,44.65
1979-03-29 04:00:00,1.4,6.89,4.98,4.37,200,175.05,51.47,0.75,4.65,3.31,2.99,120,120.09,31.07,1.19,6.89,6.23,5.91,200,198.6,44.59
1979-03-29 05:00:00,1.33,6.8,4.79,4.16,200,172.88,55.69,0.76,4.61,3.25,2.91,120,112.54,33.26,1.1,6.8,6.23,5.89,200,203.77,45.81
1979-03-29 06:00:00,1.28,6.67,4.69,4.06,200,169.9,59.96,0.73,4.47,3.11,2.81,120,106.82,34.14,1.05,6.67,6.22,5.91,200,205.76,50.86
1979-03-29 07:00:00,1.23,6.51,4.74,4.09,200,170.74,63.69,0.62,4.09,2.91,2.63,120,97.57,33.61,1.06,6.51,6.05,5.72,200,203.21,56.64
1979-03-29 08:00:00,1.18,6.45,4.84,4.14,200,175.43,67.75,0.52,4,2.7,2.43,110,85.94,33.34,1.06,6.45,5.96,5.56,200,203.29,61.78
1979-03-29 09:00:00,1.16,6.39,5.02,4.26,200,186.85,71.34,0.4,3.54,2.38,2.15,70,72.22,32.9,1.08,6.39,5.92,5.5,200,205.76,66.79
1979-03-29 10:00:00,1.14,6.32,5.24,4.42,200,209.41,73.82,0.31,3.23,2.14,1.92,50,51.04,29.2,1.1,6.32,5.9,5.4,200,215.17,70.32
1979-03-29 11:00:00,1.15,6.27,5.19,4.3,200,255.06,75.97,0.44,4.66,2.54,2.26,30,42.16,30.66,1.06,6.27,6.34,5.85,200,238.16,68.76
1979-03-29 12:00:00,1.22,10.86,4.8,3.98,200,336.48,74.07,0.7,6.04,3,2.67,30,37.49,29.55,1,10.86,6.83,6.33,200,252.15,63.9
1979-03-29 13:00:00,1.25,10.75,4.81,4.02,320,352.37,69.74,0.76,3.68,3.1,2.8,30,41.1,29.5,0.99,10.75,7.13,6.61,320,273.26,63.14
1979-03-29 14:00:00,1.3,10.64,4.75,3.98,320,0.62,65.66,0.86,3.83,3.26,2.93,30,42.46,29.52,0.97,10.64,7.49,6.95,320,283.23,58.93
1979-03-29 15:00:00,1.4,10.53,4.74,4.01,320,6.23,59.8,1,4.22,3.45,3.11,30,39.05,28.86,0.98,10.53,7.77,7.21,320,294.63,56.09
1979-03-29 16:00:00,1.61,10.36,4.79,4.12,30,13.41,52.4,1.27,4.79,3.84,3.46,30,36.18,28.72,0.98,10.36,8.18,7.62,320,303.1,50.91
1979-03-29 17:00:00,1.85,5.63,5.03,4.39,20,16.36,46.01,1.56,5.51,4.31,3.88,20,33.33,28.34,0.99,10.11,8.55,7.99,320,310.03,45.05
1979-03-29 18:00:00,2.18,6.21,5.27,4.66,20,19.57,40.61,1.95,6.2,4.78,4.31,20,30.97,28.18,0.97,10.24,8.95,8.36,320,312.48,39.82
1979-03-29 19:00:00,2.4,6.67,5.52,4.92,20,20.62,37.83,2.19,6.65,5.11,4.62,20,30.45,27.9,0.98,10.28,9.27,8.77,320,315.95,33.86
1979-03-29 20:00:00,2.59,7.03,5.65,5.04,20,21.38,35.88,2.42,7.01,5.33,4.8,20,28.79,28.53,0.93,10.45,9.61,9.05,320,316.37,31.03
1979-03-29 21:00:00,2.64,7.24,5.74,5.11,30,21.45,35.33,2.47,7.19,5.42,4.88,30,28.6,28.86,0.93,10.56,9.83,9.23,320,319.32,28.75
1979-03-29 22:00:00,2.69,7.46,5.89,5.28,30,20.39,34.2,2.55,7.42,5.62,5.09,30,25.78,29.34,0.86,10.94,10.04,9.2,320,322.02,32.14
1979-03-29 23:00:00,2.7,7.58,5.98,5.36,30,19.48,33.5,2.51,7.53,5.62,5.1,30,26.34,28.22,0.99,10.56,10.13,9.54,320,328.46,28.91
1979-03-30 00:00:00,2.67,7.62,6,5.37,30,18.74,33.08,2.48,7.57,5.62,5.09,30,25.63,28.22,0.99,10.63,10.33,9.78,320,330.6,27.63
1979-03-30 01:00:00,2.69,7.63,5.99,5.36,30,17.99,32.56,2.52,7.61,5.66,5.12,30,23.78,28.73,0.93,11.03,10.72,10.13,330,330.66,26.43
1979-03-30 02:00:00,2.65,7.61,6.01,5.37,30,17.82,32.69,2.47,7.57,5.62,5.09,30,24.43,28.66,0.98,11.03,10.73,10.2,330,332.38,25.2
1979-03-30 03:00:00,2.59,7.57,6.03,5.38,30,17.1,32.97,2.37,7.54,5.57,5.05,30,24.81,28.86,1.04,10.97,10.73,10.26,340,334.65,24.07
1979-03-30 04:00:00,2.55,7.5,6.02,5.36,30,16.57,33.2,2.3,7.46,5.47,4.97,30,25.61,28.76,1.1,11.12,10.62,10.21,330,335.96,23.18
1979-03-30 05:00:00,2.46,7.42,6.01,5.34,30,15.23,33.78,2.17,7.39,5.37,4.88,30,24.96,29.39,1.16,11.36,10.36,9.74,330,339.52,27.07
1979-03-30 06:00:00,2.43,7.23,5.93,5.26,30,13.54,33.89,2.18,7.22,5.35,4.85,30,22.33,30.4,1.08,11.47,10.72,10.07,340,337.23,25.35
1979-03-30 07:00:00,2.4,7.09,5.91,5.24,30,11.47,34.02,2.14,7.07,5.3,4.81,30,19.69,31.22,1.08,11.52,10.78,10.16,340,339.02,27.13
1979-03-30 08:00:00,2.42,6.93,5.85,5.18,30,10.83,33.56,2.19,6.92,5.28,4.79,30,18.43,31.4,1.04,11.57,11.15,10.61,330,337.78,23.59
1979-03-30 09:00:00,2.38,6.87,5.9,5.23,340,10.36,33.91,2.09,6.85,5.2,4.74,30,18.75,31.32,1.15,11.61,10.48,9.76,340,342.58,29.11
1979-03-30 10:00:00,2.36,6.8,5.82,5.15,340,8.62,33.73,2.12,6.8,5.22,4.74,30,15.57,32.09,1.04,11.63,10.96,10.19,340,340.42,26.82
1979-03-30 11:00:00,2.34,6.72,5.79,5.13,340,8.51,33.67,2.08,6.71,5.15,4.69,30,16.08,32.15,1.07,11.63,10.95,10.3,340,340.63,25.4
1979-03-30 12:00:00,2.3,6.68,5.78,5.11,340,8.21,33.84,2.06,6.68,5.16,4.68,30,15.25,32.54,1.03,11.63,11.09,10.42,340,341.02,25.96
1979-03-30 13:00:00,2.25,6.7,5.8,5.12,340,6.94,34.07,1.96,6.68,5.05,4.6,30,14.44,33.06,1.11,11.63,10.74,10.2,340,344.35,28.01
1979-03-30 14:00:00,2.19,11.62,5.82,5.13,340,5.01,34.34,1.87,6.73,5.01,4.56,30,12.2,33.41,1.14,11.62,10.44,9.84,340,345.87,30.37
1979-03-30 15:00:00,2.11,11.6,5.85,5.1,340,2.97,34.82,1.63,6.35,4.67,4.24,40,8.11,33.83,1.33,11.6,9.46,8.92,340,355.08,35.08
1979-03-30 16:00:00,2.05,11.57,5.88,5.09,340,0.3,34.99,1.48,6.27,4.46,4.05,30,3.27,34.38,1.42,11.57,9,8.42,340,357.03,35.41
1979-03-30 17:00:00,2.02,11.54,5.9,5.1,340,357.49,34.81,1.45,6.28,4.44,4.03,30,0.14,35.03,1.41,11.54,9.1,8.58,340,354.67,34.38
1979-03-30 18:00:00,2.03,11.49,5.9,5.13,340,354.73,34.3,1.55,6.43,4.65,4.22,340,357.96,35.14,1.31,11.49,9.51,8.97,340,350.33,32.66
1979-03-30 19:00:00,2.05,11.42,5.88,5.1,340,352.41,33.89,1.5,6.29,4.47,4.06,340,354.43,35.49,1.4,11.42,9.23,8.79,340,350.21,31.82
1979-03-30 20:00:00,2.07,11.34,5.94,5.16,340,349.81,33.59,1.51,6.3,4.52,4.1,330,351.63,35.67,1.43,11.34,9.2,8.79,340,347.9,31
1979-03-30 21:00:00,2.1,11.26,5.98,5.21,340,347.72,32.99,1.53,6.34,4.56,4.15,340,349.2,35.39,1.44,11.26,9.18,8.82,340,346.15,29.98
1979-03-30 22:00:00,2.11,11.11,5.99,5.25,340,346.38,32.39,1.56,6.47,4.63,4.23,340,346.57,35.31,1.43,11.11,9.23,8.88,340,346.16,28.51
1979-03-30 23:00:00,2.12,10.95,5.93,5.21,340,345.66,31.64,1.65,6.51,4.78,4.34,340,344.58,33.32,1.33,10.95,9.41,9.03,340,347.24,28.82
1979-03-31 00:00:00,2.06,10.84,5.95,5.2,340,345.5,31.33,1.47,6.44,4.52,4.11,340,341.33,32.52,1.45,10.84,8.85,8.48,340,349.66,29.55
1979-03-31 01:00:00,2.01,10.76,5.93,5.16,340,345.55,30.88,1.45,6.44,4.52,4.09,340,342.58,33.21,1.39,10.76,8.98,8.62,340,348.59,27.83
1979-03-31 02:00:00,1.95,10.71,5.88,5.11,340,345.3,30.41,1.42,6.67,4.49,4.07,340,342.01,33.17,1.33,10.71,9.07,8.73,340,348.77,26.55
1979-03-31 03:00:00,1.91,10.65,5.8,5.06,340,344.88,29.86,1.49,6.77,4.65,4.21,340,342.27,31.58,1.2,10.65,9.39,9.03,340,348.7,26.57
1979-03-31 04:00:00,1.86,10.61,5.74,4.97,340,344.85,29.67,1.35,6.68,4.34,3.93,340,340.06,31.64,1.28,10.61,8.94,8.62,340,349.88,26.51
1979-03-31 05:00:00,1.77,10.57,5.78,4.97,340,345.1,29.59,1.14,5.95,3.98,3.61,340,338.06,32.65,1.36,10.57,8.47,8.15,340,349.73,26.33
1979-03-31 06:00:00,1.69,10.53,5.85,5,340,345.79,29.3,0.93,5.02,3.59,3.27,340,337.11,33.93,1.41,10.53,8.03,7.7,340,349.24,26.36
1979-03-31 07:00:00,1.63,10.49,5.91,5,340,346.46,29.05,0.72,4.42,3.11,2.83,340,337.1,36.28,1.46,10.49,7.58,7.21,340,348.51,26.59
1979-03-31 08:00:00,1.57,10.44,6.02,5.09,340,346.94,28.82,0.59,4.03,2.88,2.62,330,332.64,36.16,1.45,10.44,7.35,6.93,340,349.05,26.84
1979-03-31 09:00:00,1.51,10.38,6.09,5.13,340,347.23,28.59,0.51,3.99,2.73,2.46,340,326.85,35.99,1.42,10.38,7.26,6.83,340,349.57,26.59
1979-03-31 10:00:00,1.45,10.3,6.13,5.15,340,347.55,28.38,0.46,3.91,2.63,2.37,320,322.61,34.99,1.37,10.3,7.22,6.78,340,350.04,26.38
1979-03-31 11:00:00,1.4,10.19,6.13,5.13,340,347.94,28.09,0.43,3.69,2.55,2.29,320,324.77,35.62,1.33,10.19,7.21,6.8,340,350.12,26.22
1979-03-31 12:00:00,1.35,9.97,6.14,5.13,340,348.37,27.75,0.29,2.9,2,1.82,310,315.09,34.19,1.31,9.97,6.84,6.34,340,349.81,26.54
1979-03-31 13:00:00,1.29,9.79,6.23,5.25,340,348.64,27.48,0.25,2.76,1.93,1.73,300,307.86,34.12,1.27,9.79,6.8,6.3,340,349.94,26.25
1979-03-31 14:00:00,1.25,9.7,6.28,5.32,340,348.66,27.1,0.2,2.63,1.75,1.57,300,303.13,34.84,1.23,9.7,6.74,6.26,340,349.64,26.04
